Model,MSO4104
Firmware Version,2.48

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,1e-06,,,
Sample Interval,1e-09,,,
Record Length,10000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,500,500,10,10
Vertical Units,V,V,A,A
Vertical Offset,0,0,0,0
Vertical Scale,500,100,1,2
Label,,,,
TIME,CH1,CH2,CH3,CH4
-4.4630e-06,790,176,-0.62,3.08
-4.4620e-06,810,172,-0.5,3.08
-4.4610e-06,790,164,-0.5,3
-4.4600e-06,830,172,-0.46,3.08
-4.4590e-06,810,168,-0.54,3.16
-4.4580e-06,830,172,-0.5,3.08
-4.4570e-06,810,176,-0.5,3
-4.4560e-06,790,168,-0.5,3.16
-4.4550e-06,830,176,-0.58,3
-4.4540e-06,810,172,-0.42,3.16
-4.4530e-06,830,172,-0.5,3.16
-4.4520e-06,870,176,-0.42,3.08
-4.4510e-06,810,172,-0.46,3.08
-4.4500e-06,830,172,-0.42,3
-4.4490e-06,810,172,-0.38,3.08
-4.4480e-06,810,172,-0.34,3.08
-4.4470e-06,770,164,-0.34,3.16
-4.4460e-06,810,172,-0.38,3.16
-4.4450e-06,810,172,-0.42,3.08
-4.4440e-06,830,172,-0.34,3
-4.4430e-06,810,176,-0.38,2.92
-4.4420e-06,790,168,-0.34,3.08
-4.4410e-06,810,172,-0.38,3.08
-4.4400e-06,850,172,-0.34,3
-4.4390e-06,830,168,-0.38,3.08
-4.4380e-06,830,168,-0.26,3.08
-4.4370e-06,810,176,-0.34,3.08
-4.4360e-06,870,176,-0.38,3.08
-4.4350e-06,810,168,-0.34,3.08
-4.4340e-06,810,172,-0.34,3.08
-4.4330e-06,790,172,-0.38,3.08
-4.4320e-06,850,168,-0.3,3.08
-4.4310e-06,790,168,-0.42,3.08
-4.4300e-06,790,180,-0.38,3.24
-4.4290e-06,810,172,-0.42,3.08
-4.4280e-06,790,176,-0.38,3.08
-4.4270e-06,790,172,-0.38,3.08
-4.4260e-06,850,168,-0.42,3
-4.4250e-06,790,172,-0.42,3
-4.4240e-06,810,172,-0.42,3.08
-4.4230e-06,790,172,-0.38,2.92
-4.4220e-06,850,176,-0.38,3.16
-4.4210e-06,830,172,-0.38,3
-4.4200e-06,830,176,-0.46,3.16
-4.4190e-06,830,172,-0.42,3.08
-4.4180e-06,830,176,-0.42,3.24
-4.4170e-06,790,176,-0.42,3.08
-4.4160e-06,830,176,-0.38,3.24
-4.4150e-06,850,172,-0.42,3.08
-4.4140e-06,830,172,-0.38,3.16
-4.4130e-06,810,172,-0.38,3.16
-4.4120e-06,830,164,-0.38,3.16
-4.4110e-06,830,176,-0.38,3.24
-4.4100e-06,810,168,-0.34,3.16
-4.4090e-06,810,172,-0.38,3.16
-4.4080e-06,810,168,-0.38,3.24
-4.4070e-06,790,172,-0.3,3
-4.4060e-06,830,168,-0.38,3.24
-4.4050e-06,790,172,-0.3,3.16
-4.4040e-06,810,168,-0.34,3.16
-4.4030e-06,810,176,-0.34,3.08
-4.4020e-06,830,164,-0.3,3.24
-4.4010e-06,850,172,-0.22,3.16
-4.4000e-06,870,172,-0.22,3.32
-4.3990e-06,810,172,-0.34,3.08
-4.3980e-06,830,168,-0.26,3.24
-4.3970e-06,810,172,-0.3,3.08
-4.3960e-06,810,164,-0.26,3.16
-4.3950e-06,810,172,-0.22,3.16
-4.3940e-06,790,172,-0.22,3.16
-4.3930e-06,790,172,-0.3,3.16
-4.3920e-06,830,168,-0.26,3.08
-4.3910e-06,850,168,-0.26,3.16
-4.3900e-06,850,168,-0.26,3.08
-4.3890e-06,810,176,-0.26,3.16
-4.3880e-06,830,168,-0.3,3.24
-4.3870e-06,810,172,-0.34,3.24
-4.3860e-06,810,168,-0.22,3.24
-4.3850e-06,830,172,-0.3,3.32
-4.3840e-06,810,172,-0.26,3.16
-4.3830e-06,810,172,-0.26,3.32
-4.3820e-06,810,180,-0.26,3.24
-4.3810e-06,830,176,-0.34,3.24
-4.3800e-06,790,176,-0.3,3.16
-4.3790e-06,850,172,-0.3,3.24
-4.3780e-06,810,172,-0.3,3.32
-4.3770e-06,790,172,-0.26,3.24
-4.3760e-06,830,176,-0.26,3.16
-4.3750e-06,810,168,-0.3,3.16
-4.3740e-06,850,176,-0.22,3.32
-4.3730e-06,810,176,-0.26,3.08
-4.3720e-06,850,172,-0.26,3.32
-4.3710e-06,830,172,-0.3,3.16
-4.3700e-06,830,172,-0.26,3.24
-4.3690e-06,830,172,-0.22,3.24
-4.3680e-06,810,168,-0.22,3.32
-4.3670e-06,810,176,-0.26,3.16
-4.3660e-06,850,180,-0.22,3.16
-4.3650e-06,790,172,-0.22,3.24
-4.3640e-06,810,180,-0.22,3.32
-4.3630e-06,850,172,-0.18,3.24
-4.3620e-06,830,172,-0.18,3.32
-4.3610e-06,790,176,-0.22,3.16
-4.3600e-06,830,168,-0.22,3.24
-4.3590e-06,810,168,-0.22,3.32
-4.3580e-06,830,172,-0.22,3.32
-4.3570e-06,870,172,-0.18,3.24
-4.3560e-06,850,176,-0.18,3.32
-4.3550e-06,810,172,-0.18,3.16
-4.3540e-06,830,172,-0.14,3.32
-4.3530e-06,810,168,-0.18,3.32
-4.3520e-06,810,172,-0.22,3.16
-4.3510e-06,810,172,-0.14,3.32
-4.3500e-06,830,172,-0.14,3.24
-4.3490e-06,790,176,-0.18,3.24
-4.3480e-06,810,176,-0.14,3.32
-4.3470e-06,810,176,-0.18,3.32
-4.3460e-06,790,168,-0.22,3.32
-4.3450e-06,790,168,-0.14,3.16
-4.3440e-06,830,168,-0.14,3.32
-4.3430e-06,830,168,-0.18,3.32
-4.3420e-06,830,172,-0.14,3.4
-4.3410e-06,830,168,-0.18,3.16
-4.3400e-06,850,168,-0.14,3.4
-4.3390e-06,810,172,-0.14,3.32
-4.3380e-06,830,164,-0.14,3.24
-4.3370e-06,830,172,-0.14,3.32
-4.3360e-06,850,176,-0.18,3.4
-4.3350e-06,790,172,-0.14,3.24
-4.3340e-06,810,160,-0.14,3.32
-4.3330e-06,810,172,-0.14,3.4
-4.3320e-06,830,172,-0.14,3.32
-4.3310e-06,850,172,-0.18,3.4
-4.3300e-06,810,172,-0.14,3.32
-4.3290e-06,830,172,-0.14,3.16
-4.3280e-06,810,176,-0.14,3.32
-4.3270e-06,790,172,-0.18,3.32
-4.3260e-06,870,176,-0.14,3.32
-4.3250e-06,810,172,-0.14,3.4
-4.3240e-06,810,176,-0.14,3.4
-4.3230e-06,790,168,-0.14,3.32
-4.3220e-06,830,172,-0.14,3.32
-4.3210e-06,850,176,-0.1,3.32
-4.3200e-06,830,176,-0.14,3.4
-4.3190e-06,870,172,-0.22,3.48
-4.3180e-06,830,172,-0.18,3.4
-4.3170e-06,810,172,-0.14,3.32
-4.3160e-06,790,172,-0.1,3.32
-4.3150e-06,790,172,-0.18,3.48
-4.3140e-06,830,176,-0.1,3.48
-4.3130e-06,790,172,-0.1,3.4
-4.3120e-06,810,176,-0.18,3.4
-4.3110e-06,770,176,-0.14,3.4
-4.3100e-06,810,184,-0.1,3.48
-4.3090e-06,830,172,-0.1,3.4
-4.3080e-06,790,176,-0.06,3.32
-4.3070e-06,830,164,-0.1,3.4
-4.3060e-06,810,176,-0.14,3.48
-4.3050e-06,790,172,-0.06,3.4
-4.3040e-06,770,172,-0.14,3.48
-4.3030e-06,830,176,-0.06,3.32
-4.3020e-06,830,172,-0.14,3.4
-4.3010e-06,850,172,-0.1,3.4
-4.3000e-06,830,172,-0.1,3.4
-4.2990e-06,810,168,-0.1,3.4
-4.2980e-06,830,168,-0.1,3.4
-4.2970e-06,810,172,-0.14,3.4
-4.2960e-06,870,176,-0.14,3.4
-4.2950e-06,810,172,-0.1,3.48
-4.2940e-06,850,172,-0.1,3.4
-4.2930e-06,830,172,-0.1,3.32
-4.2920e-06,810,168,-0.06,3.4
-4.2910e-06,790,168,-0.06,3.32
-4.2900e-06,810,168,-0.1,3.4
-4.2890e-06,810,164,-0.1,3.4
-4.2880e-06,830,176,-0.02,3.48
-4.2870e-06,810,172,-0.06,3.4
-4.2860e-06,870,172,-0.1,3.4
-4.2850e-06,810,172,-0.06,3.4
-4.2840e-06,830,176,-0.02,3.48
-4.2830e-06,810,172,-0.06,3.4
-4.2820e-06,830,180,-0.06,3.4
-4.2810e-06,830,164,-0.06,3.48
-4.2800e-06,850,172,-0.06,3.48
-4.2790e-06,810,176,-0.1,3.48
-4.2780e-06,810,172,-0.06,3.48
-4.2770e-06,850,172,-0.06,3.4
-4.2760e-06,810,172,-0.06,3.48
-4.2750e-06,850,176,-0.06,3.4
-4.2740e-06,830,180,-0.02,3.32
-4.2730e-06,790,176,-0.06,3.48
-4.2720e-06,810,172,-0.1,3.48
-4.2710e-06,850,172,-0.02,3.48
-4.2700e-06,830,176,-0.02,3.48
-4.2690e-06,830,172,-0.1,3.48
-4.2680e-06,790,172,-0.02,3.56
-4.2670e-06,810,172,-0.02,3.48
-4.2660e-06,810,176,-0.02,3.56
-4.2650e-06,810,176,-0.06,3.48
-4.2640e-06,810,172,-0.06,3.56
-4.2630e-06,790,172,-0.06,3.32
-4.2620e-06,810,172,-0.1,3.48
-4.2610e-06,810,172,-0.06,3.56
-4.2600e-06,830,180,-0.02,3.4
-4.2590e-06,810,164,-0.02,3.48
-4.2580e-06,830,168,-0.02,3.4
-4.2570e-06,790,172,-0.1,3.4
-4.2560e-06,830,172,-0.02,3.56
-4.2550e-06,810,172,-0.06,3.4
-4.2540e-06,810,164,-0.02,3.56
-4.2530e-06,790,172,-0.06,3.48
-4.2520e-06,810,160,-0.1,3.56
-4.2510e-06,810,172,-0.06,3.4
-4.2500e-06,810,168,-0.02,3.56
-4.2490e-06,810,172,-0.02,3.56
-4.2480e-06,830,172,-0.1,3.72
-4.2470e-06,810,176,-0.06,3.56
-4.2460e-06,810,172,-0.02,3.64
-4.2450e-06,810,172,-0.02,3.48
-4.2440e-06,830,172,-0.02,3.4
-4.2430e-06,810,172,-0.06,3.48
-4.2420e-06,830,172,0.02,3.64
-4.2410e-06,850,168,-0.02,3.48
-4.2400e-06,810,172,0.06,3.56
-4.2390e-06,810,176,0.02,3.4
-4.2380e-06,830,176,-0.02,3.56
-4.2370e-06,810,168,0.02,3.48
-4.2360e-06,830,172,-0.02,3.48
-4.2350e-06,790,176,-0.02,3.56
-4.2340e-06,830,172,0.02,3.48
-4.2330e-06,810,172,-0.02,3.4
-4.2320e-06,810,180,0.06,3.56
-4.2310e-06,830,176,-0.02,3.4
-4.2300e-06,850,172,0.06,3.48
-4.2290e-06,810,176,-0.06,3.56
-4.2280e-06,810,168,-0.02,3.56
-4.2270e-06,810,172,0.02,3.48
-4.2260e-06,830,172,0.02,3.48
-4.2250e-06,830,172,-0.02,3.48
-4.2240e-06,830,172,-0.02,3.56
-4.2230e-06,810,164,-0.02,3.4
-4.2220e-06,850,168,0.02,3.64
-4.2210e-06,810,172,0.02,3.48
-4.2200e-06,770,172,0.02,3.56
-4.2190e-06,810,172,0.02,3.48
-4.2180e-06,830,172,0.02,3.56
-4.2170e-06,810,176,0.06,3.48
-4.2160e-06,790,172,-0.02,3.56
-4.2150e-06,790,172,0.02,3.56
-4.2140e-06,830,172,-0.02,3.56
-4.2130e-06,810,172,0.02,3.48
-4.2120e-06,830,172,0.02,3.48
-4.2110e-06,790,164,0.06,3.56
-4.2100e-06,810,168,-0.02,3.56
-4.2090e-06,830,168,0.06,3.48
-4.2080e-06,810,180,0.06,3.56
-4.2070e-06,810,172,0.02,3.48
-4.2060e-06,870,172,-0.02,3.64
-4.2050e-06,790,172,0.06,3.56
-4.2040e-06,810,164,0.06,3.72
-4.2030e-06,850,164,0.02,3.64
-4.2020e-06,810,176,0.06,3.64
-4.2010e-06,830,172,0.02,3.48
-4.2000e-06,830,168,0.1,3.64
-4.1990e-06,790,168,0.02,3.64
-4.1980e-06,810,172,0.06,3.64
-4.1970e-06,830,168,0.1,3.48
-4.1960e-06,810,168,0.1,3.56
-4.1950e-06,790,172,0.1,3.56
-4.1940e-06,830,168,0.14,3.64
-4.1930e-06,810,172,0.14,3.64
-4.1920e-06,830,176,0.1,3.72
-4.1910e-06,830,172,0.14,3.64
-4.1900e-06,810,172,0.06,3.64
-4.1890e-06,850,176,0.06,3.56
-4.1880e-06,830,168,0.18,3.64
-4.1870e-06,830,172,0.1,3.64
-4.1860e-06,810,168,0.1,3.64
-4.1850e-06,810,168,0.14,3.48
-4.1840e-06,810,168,0.14,3.64
-4.1830e-06,810,172,0.06,3.56
-4.1820e-06,790,168,0.1,3.72
-4.1810e-06,810,172,0.18,3.56
-4.1800e-06,830,176,0.14,3.64
-4.1790e-06,790,176,0.14,3.56
-4.1780e-06,810,168,0.1,3.64
-4.1770e-06,830,176,0.14,3.56
-4.1760e-06,830,172,0.14,3.64
-4.1750e-06,790,176,0.1,3.64
-4.1740e-06,850,168,0.14,3.56
-4.1730e-06,810,172,0.1,3.56
-4.1720e-06,810,168,0.14,3.64
-4.1710e-06,790,168,0.18,3.56
-4.1700e-06,770,172,0.1,3.72
-4.1690e-06,810,172,0.14,3.64
-4.1680e-06,810,176,0.22,3.72
-4.1670e-06,790,168,0.18,3.72
-4.1660e-06,850,172,0.14,3.64
-4.1650e-06,810,172,0.14,3.56
-4.1640e-06,810,176,0.14,3.56
-4.1630e-06,830,168,0.1,3.56
-4.1620e-06,830,176,0.18,3.72
-4.1610e-06,790,168,0.1,3.72
-4.1600e-06,850,168,0.18,3.72
-4.1590e-06,810,172,0.1,3.72
-4.1580e-06,790,160,0.1,3.72
-4.1570e-06,790,172,0.18,3.64
-4.1560e-06,830,168,0.18,3.8
-4.1550e-06,810,168,0.14,3.64
-4.1540e-06,830,168,0.18,3.72
-4.1530e-06,790,168,0.22,3.64
-4.1520e-06,810,180,0.14,3.8
-4.1510e-06,790,172,0.22,3.64
-4.1500e-06,830,176,0.22,3.8
-4.1490e-06,810,164,0.14,3.72
-4.1480e-06,810,176,0.22,3.8
-4.1470e-06,810,176,0.22,3.72
-4.1460e-06,830,168,0.3,3.88
-4.1450e-06,810,168,0.22,3.72
-4.1440e-06,790,176,0.26,3.72
-4.1430e-06,810,172,0.22,3.64
-4.1420e-06,810,180,0.26,3.72
-4.1410e-06,830,176,0.18,3.64
-4.1400e-06,790,164,0.18,3.72
-4.1390e-06,810,172,0.22,3.72
-4.1380e-06,810,172,0.18,3.72
-4.1370e-06,830,172,0.22,3.64
-4.1360e-06,810,176,0.26,3.72
-4.1350e-06,810,176,0.22,3.72
-4.1340e-06,810,172,0.26,3.72
-4.1330e-06,810,172,0.22,3.72
-4.1320e-06,810,176,0.26,3.72
-4.1310e-06,810,168,0.3,3.8
-4.1300e-06,810,176,0.26,3.8
-4.1290e-06,810,168,0.26,3.64
-4.1280e-06,870,176,0.26,3.8
-4.1270e-06,790,176,0.22,3.72
-4.1260e-06,850,160,0.22,3.8
-4.1250e-06,790,168,0.3,3.72
-4.1240e-06,850,176,0.14,3.8
-4.1230e-06,810,172,0.22,3.8
-4.1220e-06,790,172,0.22,3.88
-4.1210e-06,810,168,0.22,3.72
-4.1200e-06,850,172,0.22,3.88
-4.1190e-06,790,176,0.22,3.8
-4.1180e-06,890,172,0.22,3.72
-4.1170e-06,790,168,0.3,3.88
-4.1160e-06,830,168,0.14,3.8
-4.1150e-06,830,172,0.26,3.88
-4.1140e-06,830,172,0.26,3.72
-4.1130e-06,790,164,0.26,3.72
-4.1120e-06,790,176,0.22,3.88
-4.1110e-06,810,172,0.22,3.8
-4.1100e-06,810,168,0.3,3.8
-4.1090e-06,790,172,0.3,3.8
-4.1080e-06,790,168,0.22,3.8
-4.1070e-06,850,172,0.26,3.8
-4.1060e-06,830,172,0.18,3.88
-4.1050e-06,850,168,0.3,3.8
-4.1040e-06,810,168,0.22,3.88
-4.1030e-06,810,176,0.26,3.8
-4.1020e-06,790,176,0.3,3.96
-4.1010e-06,830,172,0.26,3.72
-4.1000e-06,830,168,0.26,3.88
-4.0990e-06,810,168,0.3,3.8
-4.0980e-06,810,168,0.3,3.96
-4.0970e-06,810,168,0.34,3.72
-4.0960e-06,810,168,0.34,3.88
-4.0950e-06,830,168,0.3,3.88
-4.0940e-06,830,176,0.3,3.88
-4.0930e-06,810,172,0.34,3.8
-4.0920e-06,810,168,0.34,3.88
-4.0910e-06,830,164,0.3,3.88
-4.0900e-06,830,164,0.26,3.72
-4.0890e-06,830,172,0.34,3.8
-4.0880e-06,830,176,0.34,3.88
-4.0870e-06,850,168,0.3,3.8
-4.0860e-06,830,172,0.3,3.8
-4.0850e-06,810,168,0.26,3.72
-4.0840e-06,830,180,0.34,3.88
-4.0830e-06,790,172,0.38,3.8
-4.0820e-06,810,172,0.3,3.88
-4.0810e-06,790,176,0.38,3.96
-4.0800e-06,830,168,0.3,3.8
-4.0790e-06,810,172,0.3,3.88
-4.0780e-06,790,176,0.26,3.88
-4.0770e-06,810,172,0.38,3.8
-4.0760e-06,810,176,0.34,3.88
-4.0750e-06,790,172,0.34,3.8
-4.0740e-06,830,164,0.34,3.88
-4.0730e-06,810,168,0.34,3.96
-4.0720e-06,830,180,0.3,3.88
-4.0710e-06,790,172,0.38,3.8
-4.0700e-06,830,172,0.38,3.96
-4.0690e-06,790,172,0.3,3.88
-4.0680e-06,810,176,0.3,3.88
-4.0670e-06,790,172,0.34,3.88
-4.0660e-06,810,176,0.3,3.96
-4.0650e-06,810,176,0.38,3.88
-4.0640e-06,810,172,0.3,3.88
-4.0630e-06,810,176,0.3,3.88
-4.0620e-06,810,172,0.38,4.04
-4.0610e-06,850,172,0.34,3.88
-4.0600e-06,830,168,0.38,3.96
-4.0590e-06,790,172,0.38,3.8
-4.0580e-06,810,172,0.34,3.96
-4.0570e-06,830,172,0.34,3.88
-4.0560e-06,790,172,0.3,3.88
-4.0550e-06,830,172,0.38,3.72
-4.0540e-06,870,168,0.42,3.96
-4.0530e-06,830,172,0.42,3.88
-4.0520e-06,850,168,0.38,3.96
-4.0510e-06,850,172,0.34,3.88
-4.0500e-06,790,176,0.38,3.88
-4.0490e-06,850,168,0.42,3.88
-4.0480e-06,810,172,0.42,3.88
-4.0470e-06,750,172,0.42,3.8
-4.0460e-06,830,176,0.42,3.96
-4.0450e-06,790,172,0.42,3.96
-4.0440e-06,810,168,0.34,3.96
-4.0430e-06,830,172,0.38,3.96
-4.0420e-06,810,172,0.42,4.04
-4.0410e-06,810,168,0.42,3.96
-4.0400e-06,830,172,0.42,3.88
-4.0390e-06,830,168,0.46,3.96
-4.0380e-06,850,176,0.38,3.96
-4.0370e-06,810,176,0.42,3.88
-4.0360e-06,810,176,0.38,4.12
-4.0350e-06,810,172,0.42,3.88
-4.0340e-06,810,176,0.42,4.04
-4.0330e-06,850,164,0.46,3.88
-4.0320e-06,830,168,0.42,3.96
-4.0310e-06,810,168,0.46,3.96
-4.0300e-06,850,176,0.42,4.04
-4.0290e-06,810,172,0.5,3.96
-4.0280e-06,810,172,0.42,4.12
-4.0270e-06,830,172,0.42,3.96
-4.0260e-06,810,164,0.38,3.96
-4.0250e-06,810,172,0.42,3.96
-4.0240e-06,830,172,0.42,3.88
-4.0230e-06,830,176,0.42,3.96
-4.0220e-06,790,168,0.42,4.12
-4.0210e-06,850,172,0.38,3.96
-4.0200e-06,830,172,0.42,3.96
-4.0190e-06,790,172,0.42,3.88
-4.0180e-06,810,168,0.46,4.04
-4.0170e-06,810,172,0.42,3.96
-4.0160e-06,870,172,0.42,4.04
-4.0150e-06,830,172,0.5,4.04
-4.0140e-06,830,176,0.46,3.96
-4.0130e-06,810,172,0.46,3.96
-4.0120e-06,790,168,0.46,4.12
-4.0110e-06,810,172,0.46,3.96
-4.0100e-06,790,168,0.42,4.04
-4.0090e-06,810,176,0.5,3.96
-4.0080e-06,850,168,0.46,3.96
-4.0070e-06,810,168,0.46,3.96
-4.0060e-06,830,176,0.5,4.12
-4.0050e-06,790,168,0.54,3.88
-4.0040e-06,830,172,0.54,4.12
-4.0030e-06,790,172,0.46,3.96
-4.0020e-06,810,168,0.54,4.04
-4.0010e-06,790,172,0.54,3.88
-4.0000e-06,810,160,0.42,4.04
-3.9990e-06,810,168,0.54,4.04
-3.9980e-06,830,168,0.42,4.04
-3.9970e-06,830,164,0.5,3.96
-3.9960e-06,810,172,0.54,3.96
-3.9950e-06,810,172,0.5,4.04
-3.9940e-06,830,168,0.54,4.04
-3.9930e-06,790,168,0.5,4.04
-3.9920e-06,810,172,0.54,4.04
-3.9910e-06,830,176,0.54,3.96
-3.9900e-06,830,164,0.5,4.04
-3.9890e-06,790,172,0.54,4.04
-3.9880e-06,850,172,0.58,3.96
-3.9870e-06,810,172,0.5,4.04
-3.9860e-06,810,176,0.5,4.04
-3.9850e-06,790,172,0.46,4.04
-3.9840e-06,790,168,0.5,4.04
-3.9830e-06,850,172,0.54,3.96
-3.9820e-06,830,168,0.5,4.04
-3.9810e-06,790,172,0.46,4.04
-3.9800e-06,830,172,0.58,4.12
-3.9790e-06,790,172,0.5,4.04
-3.9780e-06,830,164,0.58,4.04
-3.9770e-06,810,172,0.54,3.96
-3.9760e-06,830,172,0.54,3.96
-3.9750e-06,790,176,0.5,3.96
-3.9740e-06,790,176,0.58,4.04
-3.9730e-06,810,176,0.54,4.04
-3.9720e-06,830,172,0.46,4.04
-3.9710e-06,810,172,0.54,4.04
-3.9700e-06,830,168,0.5,4.12
-3.9690e-06,790,172,0.54,4.04
-3.9680e-06,790,172,0.54,4.12
-3.9670e-06,790,172,0.54,4.04
-3.9660e-06,810,168,0.54,4.04
-3.9650e-06,770,172,0.54,4.04
-3.9640e-06,810,168,0.54,4.04
-3.9630e-06,810,172,0.58,4.04
-3.9620e-06,810,172,0.58,4.12
-3.9610e-06,810,172,0.62,4.12
-3.9600e-06,810,168,0.58,4.04
-3.9590e-06,810,168,0.58,3.96
-3.9580e-06,850,168,0.58,4.12
-3.9570e-06,790,160,0.54,4.04
-3.9560e-06,830,172,0.62,4.12
-3.9550e-06,850,172,0.54,4.04
-3.9540e-06,830,168,0.58,4.04
-3.9530e-06,830,168,0.62,4.04
-3.9520e-06,850,180,0.58,4.12
-3.9510e-06,770,168,0.5,3.96
-3.9500e-06,790,176,0.58,4.12
-3.9490e-06,830,168,0.62,4.04
-3.9480e-06,810,172,0.62,4.04
-3.9470e-06,790,172,0.54,4.12
-3.9460e-06,810,176,0.66,4.12
-3.9450e-06,810,168,0.62,4.04
-3.9440e-06,810,172,0.62,4.12
-3.9430e-06,810,168,0.62,4.12
-3.9420e-06,790,172,0.62,4.2
-3.9410e-06,810,172,0.58,4.12
-3.9400e-06,830,172,0.62,4.12
-3.9390e-06,790,172,0.58,4.04
-3.9380e-06,830,168,0.62,4.2
-3.9370e-06,770,176,0.62,4.12
-3.9360e-06,850,172,0.62,4.2
-3.9350e-06,830,172,0.62,4.04
-3.9340e-06,790,172,0.58,4.12
-3.9330e-06,790,172,0.58,4.12
-3.9320e-06,810,176,0.62,4.2
-3.9310e-06,810,172,0.62,3.96
-3.9300e-06,790,172,0.66,4.2
-3.9290e-06,770,172,0.62,4.04
-3.9280e-06,830,168,0.7,4.12
-3.9270e-06,770,168,0.58,4.04
-3.9260e-06,810,168,0.66,4.2
-3.9250e-06,850,168,0.7,4.12
-3.9240e-06,830,168,0.7,4.2
-3.9230e-06,810,176,0.66,4.12
-3.9220e-06,810,172,0.66,4.12
-3.9210e-06,790,172,0.66,4.12
-3.9200e-06,810,172,0.7,4.2
-3.9190e-06,810,168,0.74,4.04
-3.9180e-06,830,164,0.66,4.12
-3.9170e-06,790,168,0.7,4.2
-3.9160e-06,830,164,0.62,4.2
-3.9150e-06,810,176,0.66,4.12
-3.9140e-06,810,172,0.66,4.2
-3.9130e-06,810,172,0.66,4.2
-3.9120e-06,830,168,0.7,4.2
-3.9110e-06,830,168,0.7,4.12
-3.9100e-06,790,168,0.7,4.2
-3.9090e-06,810,164,0.7,4.12
-3.9080e-06,830,176,0.7,4.12
-3.9070e-06,850,168,0.66,4.04
-3.9060e-06,790,176,0.74,4.2
-3.9050e-06,810,172,0.7,4.12
-3.9040e-06,830,168,0.7,4.2
-3.9030e-06,790,172,0.7,4.2
-3.9020e-06,810,168,0.7,4.12
-3.9010e-06,830,164,0.66,4.12
-3.9000e-06,830,168,0.7,4.12
-3.8990e-06,790,176,0.7,4.12
-3.8980e-06,790,172,0.74,4.28
-3.8970e-06,810,176,0.7,4.28
-3.8960e-06,810,176,0.78,4.2
-3.8950e-06,790,172,0.74,4.2
-3.8940e-06,810,164,0.74,4.28
-3.8930e-06,810,168,0.78,4.12
-3.8920e-06,810,168,0.74,4.2
-3.8910e-06,850,164,0.74,4.2
-3.8900e-06,790,172,0.74,4.28
-3.8890e-06,790,168,0.74,4.2
-3.8880e-06,810,172,0.7,4.28
-3.8870e-06,810,172,0.7,4.2
-3.8860e-06,850,168,0.66,4.36
-3.8850e-06,790,172,0.74,4.36
-3.8840e-06,810,176,0.74,4.28
-3.8830e-06,790,164,0.78,4.2
-3.8820e-06,810,176,0.78,4.36
-3.8810e-06,810,176,0.78,4.2
-3.8800e-06,810,168,0.78,4.28
-3.8790e-06,830,168,0.78,4.28
-3.8780e-06,790,180,0.74,4.28
-3.8770e-06,850,172,0.82,4.2
-3.8760e-06,790,172,0.78,4.2
-3.8750e-06,790,168,0.78,4.2
-3.8740e-06,810,176,0.78,4.28
-3.8730e-06,810,172,0.78,4.12
-3.8720e-06,830,164,0.78,4.2
-3.8710e-06,810,172,0.78,4.28
-3.8700e-06,830,168,0.82,4.36
-3.8690e-06,810,168,0.78,4.2
-3.8680e-06,810,180,0.82,4.28
-3.8670e-06,810,172,0.78,4.2
-3.8660e-06,810,168,0.78,4.28
-3.8650e-06,850,172,0.78,4.2
-3.8640e-06,830,168,0.86,4.28
-3.8630e-06,810,168,0.82,4.2
-3.8620e-06,830,164,0.78,4.2
-3.8610e-06,830,172,0.78,4.36
-3.8600e-06,830,176,0.78,4.28
-3.8590e-06,830,164,0.82,4.2
-3.8580e-06,790,168,0.82,4.44
-3.8570e-06,810,164,0.78,4.28
-3.8560e-06,870,160,0.82,4.44
-3.8550e-06,790,172,0.78,4.2
-3.8540e-06,850,168,0.82,4.36
-3.8530e-06,850,172,0.82,4.28
-3.8520e-06,810,172,0.78,4.28
-3.8510e-06,790,172,0.86,4.44
-3.8500e-06,850,168,0.82,4.52
-3.8490e-06,790,168,0.74,4.28
-3.8480e-06,850,172,0.82,4.44
-3.8470e-06,810,176,0.82,4.28
-3.8460e-06,830,172,0.82,4.28
-3.8450e-06,810,172,0.86,4.36
-3.8440e-06,790,172,0.82,4.36
-3.8430e-06,790,172,0.78,4.36
-3.8420e-06,810,172,0.86,4.44
-3.8410e-06,770,168,0.82,4.36
-3.8400e-06,830,168,0.94,4.44
-3.8390e-06,810,168,0.82,4.28
-3.8380e-06,810,172,0.9,4.28
-3.8370e-06,850,176,0.86,4.28
-3.8360e-06,810,172,0.9,4.36
-3.8350e-06,790,172,0.82,4.44
-3.8340e-06,790,168,0.86,4.36
-3.8330e-06,830,172,0.86,4.36
-3.8320e-06,810,172,0.82,4.36
-3.8310e-06,830,168,0.9,4.36
-3.8300e-06,810,172,0.9,4.44
-3.8290e-06,790,172,0.86,4.28
-3.8280e-06,810,172,0.86,4.44
-3.8270e-06,790,172,0.82,4.28
-3.8260e-06,810,172,0.86,4.28
-3.8250e-06,810,176,0.9,4.36
-3.8240e-06,830,172,0.82,4.28
-3.8230e-06,810,172,0.86,4.36
-3.8220e-06,810,164,0.86,4.52
-3.8210e-06,830,168,0.82,4.28
-3.8200e-06,790,168,0.82,4.44
-3.8190e-06,830,172,0.94,4.44
