LECROYHDO8108A,60934,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,23-Dec-2021 15:57:23,0                 
Time,Ampl
6.91657221e-05,3.44488
6.91658221e-05,3.44263
6.91659221e-05,3.44013
6.91660221e-05,3.438
6.91661221e-05,3.43688
6.91662221e-05,3.43675
6.91663221e-05,3.43738
6.91664221e-05,3.438
6.91665221e-05,3.43812
6.91666221e-05,3.43763
6.91667221e-05,3.43675
6.91668221e-05,3.436
6.91669221e-05,3.43575
6.91670221e-05,3.43625
6.91671221e-05,3.43712
6.91672221e-05,3.438
6.91673221e-05,3.4385
6.91674221e-05,3.4385
6.91675221e-05,3.43825
6.91676221e-05,3.438
6.91677221e-05,3.438
6.91678221e-05,3.43825
6.91679221e-05,3.43838
6.91680221e-05,3.438
6.91681221e-05,3.43712
6.91682221e-05,3.43613
6.91683221e-05,3.4355
6.91684221e-05,3.436
6.91685221e-05,3.43788
6.91686221e-05,3.44075
6.91687221e-05,3.44375
6.91688221e-05,3.446
6.91689221e-05,3.44638
6.91690221e-05,3.44488
6.91691221e-05,3.44163
6.91692221e-05,3.438
6.91693221e-05,3.435
6.91694221e-05,3.43363
6.91695221e-05,3.43412
6.91696221e-05,3.436
6.91697221e-05,3.4385
6.91698221e-05,3.44075
6.91699221e-05,3.44188
6.91700221e-05,3.442
6.91701221e-05,3.44125
6.91702221e-05,3.44025
6.91703221e-05,3.43975
6.91704221e-05,3.44
6.91705221e-05,3.44112
6.91706221e-05,3.44287
6.91707221e-05,3.44475
6.91708221e-05,3.446
6.91709221e-05,3.44638
6.91710221e-05,3.44563
6.91711221e-05,3.444
6.91712221e-05,3.442
6.91713221e-05,3.44025
6.91714221e-05,3.43925
6.91715221e-05,3.43925
6.91716221e-05,3.44
6.91717221e-05,3.44112
6.91718221e-05,3.44212
6.91719221e-05,3.4425
6.91720221e-05,3.442
6.91721221e-05,3.44088
6.91722221e-05,3.43962
6.91723221e-05,3.43863
6.91724221e-05,3.438
6.91725221e-05,3.43788
6.91726221e-05,3.43788
6.91727221e-05,3.438
6.91728221e-05,3.438
6.91729221e-05,3.43812
6.91730221e-05,3.43875
6.91731221e-05,3.44013
6.91732221e-05,3.442
