LECROYHDO8108A,60934,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,23-Dec-2021 15:57:23,0                 
Time,Ampl
6.5437885e-05,3.9625
6.5437985e-05,4
6.5438085e-05,4.04375
6.5438185e-05,4.075
6.5438285e-05,4.1
6.5438385e-05,4.1
6.5438485e-05,4.06875
6.5438585e-05,4.0125
6.5438685e-05,3.91875
6.5438785e-05,3.8
6.5438885e-05,3.66875
6.5438985e-05,3.525
6.5439085e-05,3.4
6.5439185e-05,3.3
6.5439285e-05,3.2375
6.5439385e-05,3.225
6.5439485e-05,3.26875
6.5439585e-05,3.35
6.5439685e-05,3.4625
6.5439785e-05,3.5875
6.5439885e-05,3.70625
6.5439985e-05,3.8
6.5440085e-05,3.8625
6.5440185e-05,3.88125
6.5440285e-05,3.875
6.5440385e-05,3.85
6.5440485e-05,3.8125
6.5440585e-05,3.78125
6.5440685e-05,3.75625
6.5440785e-05,3.75
6.5440885e-05,3.7625
6.5440985e-05,3.8
6.5441085e-05,3.8625
6.5441185e-05,3.95
6.5441285e-05,4.05625
6.5441385e-05,4.175
6.5441485e-05,4.29375
6.5441585e-05,4.4
6.5441685e-05,4.48125
6.5441785e-05,4.525
6.5441885e-05,4.53125
6.5441985e-05,4.5
6.5442085e-05,4.44375
6.5442185e-05,4.375
6.5442285e-05,4.30625
6.5442385e-05,4.25
6.5442485e-05,4.20625
6.5442585e-05,4.1875
6.5442685e-05,4.1875
6.5442785e-05,4.2
6.5442885e-05,4.23125
6.5442985e-05,4.275
6.5443085e-05,4.33125
6.5443185e-05,4.4
6.5443285e-05,4.46875
6.5443385e-05,4.53125
6.5443485e-05,4.58125
6.5443585e-05,4.6
6.5443685e-05,4.5875
6.5443785e-05,4.5375
6.5443885e-05,4.45625
6.5443985e-05,4.35
6.5444085e-05,4.225
6.5444185e-05,4.10625
6.5444285e-05,3.99375
6.5444385e-05,3.9
6.5444485e-05,3.8375
6.5444585e-05,3.8
6.5444685e-05,3.7875
6.5444785e-05,3.8
6.5444885e-05,3.825
6.5444985e-05,3.8625
6.5445085e-05,3.8875
6.5445185e-05,3.9
6.5445285e-05,3.8875
6.5445385e-05,3.84375
6.5445485e-05,3.78125
6.5445585e-05,3.7
6.5445685e-05,3.625
6.5445785e-05,3.575
6.5445885e-05,3.56875
6.5445985e-05,3.6
6.5446085e-05,3.675
6.5446185e-05,3.775
6.5446285e-05,3.875
6.5446385e-05,3.95
6.5446485e-05,3.9875
6.5446585e-05,3.98125
6.5446685e-05,3.93125
6.5446785e-05,3.85
6.5446885e-05,3.7625
6.5446985e-05,3.68125
6.5447085e-05,3.625
6.5447185e-05,3.6
6.5447285e-05,3.6
6.5447385e-05,3.61875
6.5447485e-05,3.65625
6.5447585e-05,3.7
6.5447685e-05,3.74375
6.5447785e-05,3.775
6.5447885e-05,3.8
6.5447985e-05,3.8
6.5448085e-05,3.78125
6.5448185e-05,3.7375
6.5448285e-05,3.675
6.5448385e-05,3.6
6.5448485e-05,3.525
6.5448585e-05,3.4625
6.5448685e-05,3.425
6.5448785e-05,3.4
6.5448885e-05,3.39375
6.5448985e-05,3.39375
6.5449085e-05,3.4
6.5449185e-05,3.4
6.5449285e-05,3.4
6.5449385e-05,3.40625
6.5449485e-05,3.41875
6.5449585e-05,3.45
6.5449685e-05,3.49375
6.5449785e-05,3.53125
6.5449885e-05,3.55625
6.5449985e-05,3.55
6.5450085e-05,3.50625
6.5450185e-05,3.43125
6.5450285e-05,3.3375
6.5450385e-05,3.25
6.5450485e-05,3.1875
6.5450585e-05,3.16875
6.5450685e-05,3.19375
6.5450785e-05,3.25
6.5450885e-05,3.325
6.5450985e-05,3.4
6.5451085e-05,3.45625
6.5451185e-05,3.5
6.5451285e-05,3.53125
6.5451385e-05,3.5625
6.5451485e-05,3.6
6.5451585e-05,3.65
6.5451685e-05,3.7
6.5451785e-05,3.74375
6.5451885e-05,3.7625
6.5451985e-05,3.75
6.5452085e-05,3.7125
6.5452185e-05,3.66875
6.5452285e-05,3.625
6.5452385e-05,3.6
6.5452485e-05,3.6
6.5452585e-05,3.625
6.5452685e-05,3.6625
6.5452785e-05,3.7
6.5452885e-05,3.7375
6.5452985e-05,3.7625
6.5453085e-05,3.78125
6.5453185e-05,3.8
6.5453285e-05,3.81875
6.5453385e-05,3.8375
6.5453485e-05,3.85
6.5453585e-05,3.85
6.5453685e-05,3.83125
6.5453785e-05,3.7875
6.5453885e-05,3.74375
6.5453985e-05,3.7
6.5454085e-05,3.675
6.5454185e-05,3.68125
6.5454285e-05,3.70625
6.5454385e-05,3.75
6.5454485e-05,3.79375
6.5454585e-05,3.81875
6.5454685e-05,3.825
6.5454785e-05,3.8
6.5454885e-05,3.7625
6.5454985e-05,3.725
6.5455085e-05,3.7
6.5455185e-05,3.7
6.5455285e-05,3.73125
6.5455385e-05,3.78125
6.5455485e-05,3.84375
6.5455585e-05,3.9
6.5455685e-05,3.93125
6.5455785e-05,3.925
6.5455885e-05,3.88125
6.5455985e-05,3.8
6.5456085e-05,3.7
6.5456185e-05,3.59375
6.5456285e-05,3.50625
6.5456385e-05,3.45
6.5456485e-05,3.44375
6.5456585e-05,3.475
6.5456685e-05,3.55
6.5456785e-05,3.65
6.5456885e-05,3.75625
6.5456985e-05,3.85625
6.5457085e-05,3.9375
6.5457185e-05,4
6.5457285e-05,4.04375
6.5457385e-05,4.075
6.5457485e-05,4.0875
6.5457585e-05,4.1
6.5457685e-05,4.1
6.5457785e-05,4.09375
6.5457885e-05,4.075
6.5457985e-05,4.05
6.5458085e-05,4.01875
6.5458185e-05,3.99375
6.5458285e-05,3.96875
6.5458385e-05,3.95
6.5458485e-05,3.93125
6.5458585e-05,3.9
6.5458685e-05,3.85625
6.5458785e-05,3.8
6.5458885e-05,3.73125
6.5458985e-05,3.6625
6.5459085e-05,3.6125
6.5459185e-05,3.6
6.5459285e-05,3.63125
6.5459385e-05,3.7
6.5459485e-05,3.8
6.5459585e-05,3.9
6.5459685e-05,3.975
6.5459785e-05,4.00625
6.5459885e-05,3.975
6.5459985e-05,3.9
6.5460085e-05,3.79375
6.5460185e-05,3.68125
6.5460285e-05,3.59375
6.5460385e-05,3.55
6.5460485e-05,3.55
6.5460585e-05,3.5875
6.5460685e-05,3.64375
6.5460785e-05,3.7
6.5460885e-05,3.7375
6.5460985e-05,3.74375
6.5461085e-05,3.73125
6.5461185e-05,3.7
6.5461285e-05,3.66875
6.5461385e-05,3.65
6.5461485e-05,3.64375
6.5461585e-05,3.65
6.5461685e-05,3.65625
6.5461785e-05,3.65625
6.5461885e-05,3.6375
6.5461985e-05,3.6
6.5462085e-05,3.55
6.5462185e-05,3.5
6.5462285e-05,3.45
6.5462385e-05,3.4
6.5462485e-05,3.35625
6.5462585e-05,3.3
6.5462685e-05,3.23125
6.5462785e-05,3.15
6.5462885e-05,3.05625
6.5462985e-05,2.9625
6.5463085e-05,2.89375
6.5463185e-05,2.85
6.5463285e-05,2.85
6.5463385e-05,2.9
6.5463485e-05,2.9875
6.5463585e-05,3.1
6.5463685e-05,3.23125
6.5463785e-05,3.35625
6.5463885e-05,3.4625
6.5463985e-05,3.55
6.5464085e-05,3.6
6.5464185e-05,3.6125
6.5464285e-05,3.59375
6.5464385e-05,3.55
6.5464485e-05,3.49375
6.5464585e-05,3.43125
6.5464685e-05,3.38125
6.5464785e-05,3.35
6.5464885e-05,3.33125
6.5464985e-05,3.3125
6.5465085e-05,3.2875
6.5465185e-05,3.25
6.5465285e-05,3.19375
6.5465385e-05,3.13125
6.5465485e-05,3.08125
6.5465585e-05,3.05
6.5465685e-05,3.05625
6.5465785e-05,3.09375
6.5465885e-05,3.16875
6.5465985e-05,3.25
6.5466085e-05,3.33125
6.5466185e-05,3.39375
6.5466285e-05,3.43125
6.5466385e-05,3.45
6.5466485e-05,3.45
6.5466585e-05,3.44375
6.5466685e-05,3.425
6.5466785e-05,3.4
6.5466885e-05,3.36875
6.5466985e-05,3.33125
6.5467085e-05,3.2875
6.5467185e-05,3.25
6.5467285e-05,3.23125
6.5467385e-05,3.23125
6.5467485e-05,3.25625
6.5467585e-05,3.3
6.5467685e-05,3.34375
6.5467785e-05,3.375
6.5467885e-05,3.375
6.5467985e-05,3.35
6.5468085e-05,3.29375
6.5468185e-05,3.225
6.5468285e-05,3.15625
6.5468385e-05,3.1
6.5468485e-05,3.0625
6.5468585e-05,3.05
6.5468685e-05,3.04375
6.5468785e-05,3.05
6.5468885e-05,3.05
6.5468985e-05,3.04375
6.5469085e-05,3.03125
6.5469185e-05,3
6.5469285e-05,2.95625
6.5469385e-05,2.90625
6.5469485e-05,2.85
6.5469585e-05,2.8
6.5469685e-05,2.76875
6.5469785e-05,2.775
6.5469885e-05,2.83125
6.5469985e-05,2.95
6.5470085e-05,3.125
6.5470185e-05,3.3375
6.5470285e-05,3.55625
6.5470385e-05,3.75
6.5470485e-05,3.88125
6.5470585e-05,3.93125
6.5470685e-05,3.9
6.5470785e-05,3.8
6.5470885e-05,3.65625
6.5470985e-05,3.5
6.5471085e-05,3.35625
6.5471185e-05,3.25
6.5471285e-05,3.175
6.5471385e-05,3.1375
6.5471485e-05,3.1125
6.5471585e-05,3.1
6.5471685e-05,3.0875
6.5471785e-05,3.08125
6.5471885e-05,3.08125
6.5471985e-05,3.1
6.5472085e-05,3.13125
6.5472185e-05,3.1875
6.5472285e-05,3.24375
6.5472385e-05,3.3
6.5472485e-05,3.3375
6.5472585e-05,3.35625
6.5472685e-05,3.3375
6.5472785e-05,3.3
6.5472885e-05,3.25
6.5472985e-05,3.19375
6.5473085e-05,3.1625
6.5473185e-05,3.15
6.5473285e-05,3.16875
6.5473385e-05,3.20625
6.5473485e-05,3.25
6.5473585e-05,3.3
6.5473685e-05,3.3375
6.5473785e-05,3.35625
6.5473885e-05,3.3625
6.5473985e-05,3.35
6.5474085e-05,3.33125
6.5474185e-05,3.30625
6.5474285e-05,3.28125
6.5474385e-05,3.25
6.5474485e-05,3.2125
6.5474585e-05,3.16875
6.5474685e-05,3.125
6.5474785e-05,3.1
6.5474885e-05,3.1
6.5474985e-05,3.1375
6.5475085e-05,3.20625
6.5475185e-05,3.3
6.5475285e-05,3.4
6.5475385e-05,3.48125
6.5475485e-05,3.51875
6.5475585e-05,3.5
6.5475685e-05,3.425
6.5475785e-05,3.3
6.5475885e-05,3.15
6.5475985e-05,3
6.5476085e-05,2.86875
6.5476185e-05,2.78125
6.5476285e-05,2.7375
6.5476385e-05,2.75
6.5476485e-05,2.80625
6.5476585e-05,2.9
6.5476685e-05,3.025
6.5476785e-05,3.15
6.5476885e-05,3.26875
6.5476985e-05,3.35625
6.5477085e-05,3.4
6.5477185e-05,3.4
6.5477285e-05,3.35625
6.5477385e-05,3.28125
6.5477485e-05,3.1875
6.5477585e-05,3.1
6.5477685e-05,3.025
6.5477785e-05,2.96875
6.5477885e-05,2.925
6.5477985e-05,2.9
6.5478085e-05,2.88125
6.5478185e-05,2.875
6.5478285e-05,2.88125
6.5478385e-05,2.9
6.5478485e-05,2.9375
6.5478585e-05,2.98125
6.5478685e-05,3.025
6.5478785e-05,3.05
6.5478885e-05,3.04375
6.5478985e-05,3.00625
6.5479085e-05,2.9375
6.5479185e-05,2.85
6.5479285e-05,2.775
6.5479385e-05,2.725
6.5479485e-05,2.71875
6.5479585e-05,2.75
6.5479685e-05,2.8125
6.5479785e-05,2.8875
6.5479885e-05,2.95625
6.5479985e-05,3
6.5480085e-05,3.0125
6.5480185e-05,3.00625
6.5480285e-05,2.98125
6.5480385e-05,2.95
6.5480485e-05,2.93125
6.5480585e-05,2.925
6.5480685e-05,2.93125
6.5480785e-05,2.95
6.5480885e-05,2.96875
6.5480985e-05,2.98125
6.5481085e-05,2.975
6.5481185e-05,2.95
6.5481285e-05,2.90625
6.5481385e-05,2.8375
6.5481485e-05,2.76875
6.5481585e-05,2.7
6.5481685e-05,2.64375
6.5481785e-05,2.60625
6.5481885e-05,2.59375
6.5481985e-05,2.6
6.5482085e-05,2.6125
6.5482185e-05,2.61875
6.5482285e-05,2.6125
6.5482385e-05,2.6
6.5482485e-05,2.58125
6.5482585e-05,2.575
6.5482685e-05,2.59375
6.5482785e-05,2.65
6.5482885e-05,2.74375
6.5482985e-05,2.86875
6.5483085e-05,3.0125
6.5483185e-05,3.15
6.5483285e-05,3.2625
6.5483385e-05,3.35
6.5483485e-05,3.39375
6.5483585e-05,3.4
6.5483685e-05,3.38125
6.5483785e-05,3.34375
6.5483885e-05,3.29375
6.5483985e-05,3.25
6.5484085e-05,3.2125
6.5484185e-05,3.1875
6.5484285e-05,3.1875
6.5484385e-05,3.2
6.5484485e-05,3.23125
6.5484585e-05,3.2625
6.5484685e-05,3.2875
6.5484785e-05,3.3
6.5484885e-05,3.2875
6.5484985e-05,3.24375
6.5485085e-05,3.18125
6.5485185e-05,3.1
6.5485285e-05,3.0125
6.5485385e-05,2.93125
6.5485485e-05,2.8625
6.5485585e-05,2.8
6.5485685e-05,2.75625
6.5485785e-05,2.73125
6.5485885e-05,2.73125
6.5485985e-05,2.75
6.5486085e-05,2.79375
6.5486185e-05,2.85625
6.5486285e-05,2.93125
6.5486385e-05,3
6.5486485e-05,3.0625
6.5486585e-05,3.10625
6.5486685e-05,3.1375
6.5486785e-05,3.15
6.5486885e-05,3.15625
6.5486985e-05,3.15625
6.5487085e-05,3.15
6.5487185e-05,3.15
6.5487285e-05,3.15
6.5487385e-05,3.14375
6.5487485e-05,3.14375
6.5487585e-05,3.15
6.5487685e-05,3.1625
6.5487785e-05,3.18125
6.5487885e-05,3.2125
6.5487985e-05,3.25
6.5488085e-05,3.28125
6.5488185e-05,3.29375
6.5488285e-05,3.2875
6.5488385e-05,3.25
6.5488485e-05,3.1875
6.5488585e-05,3.10625
6.5488685e-05,3.025
6.5488785e-05,2.95
6.5488885e-05,2.90625
6.5488985e-05,2.9
6.5489085e-05,2.93125
6.5489185e-05,3
6.5489285e-05,3.0875
6.5489385e-05,3.175
6.5489485e-05,3.25
6.5489585e-05,3.3
6.5489685e-05,3.31875
6.5489785e-05,3.31875
6.5489885e-05,3.30625
6.5489985e-05,3.3
6.5490085e-05,3.30625
6.5490185e-05,3.33125
6.5490285e-05,3.36875
6.5490385e-05,3.4
6.5490485e-05,3.41875
6.5490585e-05,3.40625
6.5490685e-05,3.36875
6.5490785e-05,3.3
6.5490885e-05,3.21875
6.5490985e-05,3.14375
6.5491085e-05,3.0875
6.5491185e-05,3.05
6.5491285e-05,3.03125
6.5491385e-05,3.0125
6.5491485e-05,2.9875
6.5491585e-05,2.95
6.5491685e-05,2.8875
6.5491785e-05,2.8125
6.5491885e-05,2.725
6.5491985e-05,2.65
6.5492085e-05,2.5875
6.5492185e-05,2.5375
6.5492285e-05,2.5125
6.5492385e-05,2.5
6.5492485e-05,2.5
6.5492585e-05,2.5125
6.5492685e-05,2.55
6.5492785e-05,2.6
6.5492885e-05,2.675
6.5492985e-05,2.76875
6.5493085e-05,2.8625
6.5493185e-05,2.95
6.5493285e-05,3.00625
6.5493385e-05,3.03125
6.5493485e-05,3.00625
6.5493585e-05,2.95
6.5493685e-05,2.86875
6.5493785e-05,2.79375
6.5493885e-05,2.73125
6.5493985e-05,2.7
6.5494085e-05,2.70625
6.5494185e-05,2.75
6.5494285e-05,2.81875
6.5494385e-05,2.9
6.5494485e-05,2.975
6.5494585e-05,3.0375
6.5494685e-05,3.08125
6.5494785e-05,3.1
6.5494885e-05,3.1
6.5494985e-05,3.09375
6.5495085e-05,3.075
6.5495185e-05,3.05
6.5495285e-05,3.03125
6.5495385e-05,3.0125
6.5495485e-05,3
6.5495585e-05,3
6.5495685e-05,3.0125
6.5495785e-05,3.05
6.5495885e-05,3.09375
6.5495985e-05,3.15
6.5496085e-05,3.20625
6.5496185e-05,3.24375
6.5496285e-05,3.2625
6.5496385e-05,3.25
6.5496485e-05,3.2125
6.5496585e-05,3.15
6.5496685e-05,3.075
6.5496785e-05,3
6.5496885e-05,2.925
6.5496985e-05,2.8625
6.5497085e-05,2.8
6.5497185e-05,2.75
6.5497285e-05,2.70625
6.5497385e-05,2.6875
6.5497485e-05,2.7
6.5497585e-05,2.75
6.5497685e-05,2.84375
6.5497785e-05,2.9625
6.5497885e-05,3.09375
6.5497985e-05,3.2
6.5498085e-05,3.2625
6.5498185e-05,3.2625
6.5498285e-05,3.2
6.5498385e-05,3.1
6.5498485e-05,2.99375
6.5498585e-05,2.90625
6.5498685e-05,2.875
6.5498785e-05,2.9
6.5498885e-05,2.96875
6.5498985e-05,3.0625
6.5499085e-05,3.15
6.5499185e-05,3.2
6.5499285e-05,3.20625
6.5499385e-05,3.16875
6.5499485e-05,3.1125
6.5499585e-05,3.05
6.5499685e-05,3
6.5499785e-05,2.98125
6.5499885e-05,2.98125
6.5499985e-05,3
6.5500085e-05,3.025
6.5500185e-05,3.05
6.5500285e-05,3.075
6.5500385e-05,3.1
6.5500485e-05,3.13125
6.5500585e-05,3.16875
6.5500685e-05,3.20625
6.5500785e-05,3.25
6.5500885e-05,3.2875
6.5500985e-05,3.30625
6.5501085e-05,3.3125
6.5501185e-05,3.3
6.5501285e-05,3.28125
6.5501385e-05,3.25
6.5501485e-05,3.225
6.5501585e-05,3.2
6.5501685e-05,3.18125
6.5501785e-05,3.175
6.5501885e-05,3.175
6.5501985e-05,3.2
6.5502085e-05,3.24375
6.5502185e-05,3.3125
